Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1957-58,23.0,MNL,NBA,G,65,,17.8,2.7,8.4,0.318,1.6,2.5,0.642,2.9,1.9,1.5,7.0,Hot Rod Hundley,6-4
1958-59,24.0,MNL,NBA,G,71,,23.4,3.6,10.1,0.36,2.3,3.1,0.752,3.5,2.9,2.0,9.6,Hot Rod Hundley,6-4
1959-60,25.0,MNL,NBA,G,73,,31.2,5.0,14.0,0.358,2.8,3.7,0.744,5.3,4.6,2.7,12.8,Hot Rod Hundley,6-4
1960-61,26.0,LAL,NBA,G,79,,27.6,4.1,11.7,0.351,2.8,3.7,0.753,3.7,4.4,1.8,11.0,Hot Rod Hundley,6-4
1961-62,27.0,LAL,NBA,G,78,,19.1,2.2,6.5,0.34,1.1,1.6,0.654,2.6,3.7,1.7,5.5,Hot Rod Hundley,6-4
1962-63,28.0,LAL,NBA,G,65,,12.1,1.4,4.0,0.336,1.3,1.8,0.706,1.6,2.3,1.2,4.0,Hot Rod Hundley,6-4
