Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1955-56,22.0,BOS,NBA,F,71,,18.7,2.3,5.6,0.403,2.5,3.8,0.648,5.6,0.8,2.0,7.0,Dick Hemric,6-6
1956-57,23.0,BOS,NBA,F,67,,15.7,1.6,4.7,0.344,2.2,3.1,0.695,4.5,0.6,1.5,5.4,Dick Hemric,6-6
