Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1953-54,21.0,TOT,NBA,C-F,70.0,,28.1,3.0,8.0,0.372,2.7,3.8,0.714,5.4,1.8,3.0,8.7,Bob Houbregs,6-8
1954-55,22.0,TOT,NBA,C-F,64.0,,20.7,2.3,6.0,0.383,2.0,2.8,0.709,4.6,1.3,2.8,6.6,Bob Houbregs,6-8
1955-56,23.0,FTW,NBA,C-F,70.0,,21.9,3.5,8.2,0.43,4.0,5.5,0.739,5.9,2.3,2.1,11.1,Bob Houbregs,6-8
1956-57,24.0,FTW,NBA,C-F,60.0,,26.5,4.2,9.8,0.432,2.8,3.9,0.714,6.7,1.9,2.0,11.2,Bob Houbregs,6-8
1957-58,25.0,DET,NBA,C-F,17.0,,17.8,2.9,8.1,0.358,1.8,2.5,0.698,3.8,1.1,2.1,7.5,Bob Houbregs,6-8
