Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1976-77,24.0,TOT,NBA,F,37,,7.1,1.1,2.4,.461,0.3,0.4,.846,0.7,1.1,1.8,0.6,0.2,0.0,,1.0,2.5,Phil Hicks,6-7
1978-79,26.0,DEN,NBA,F,20,,6.4,0.9,2.2,.419,0.2,0.3,.600,0.7,0.8,1.4,0.4,0.3,0.0,0.7,1.0,2.0,Phil Hicks,6-7
