Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1951-52,24.0,MNL,NBA,G,65.0,,26.3,2.4,7.5,0.32,1.4,1.9,0.718,2.5,2.9,3.1,6.2,Bob Harrison,6-1
1952-53,25.0,MNL,NBA,G,70.0,,23.5,2.8,7.4,0.376,1.5,2.4,0.648,2.2,2.3,3.8,7.1,Bob Harrison,6-1
1953-54,26.0,TOT,NBA,G,64.0,,22.5,2.3,7.0,0.321,1.5,2.5,0.595,2.0,2.2,3.4,6.0,Bob Harrison,6-1
1954-55,27.0,MLH,NBA,G,72.0,,31.9,4.2,12.2,0.342,1.8,2.6,0.681,3.1,3.5,4.0,10.1,Bob Harrison,6-1
1955-56,28.0,STL,NBA,G,72.0,,30.8,3.6,10.1,0.359,1.3,2.0,0.664,2.7,3.8,3.4,8.6,Bob Harrison,6-1
1956-57,29.0,TOT,NBA,G,66.0,,27.4,3.7,9.5,0.386,1.4,2.0,0.715,2.4,2.4,3.3,8.8,Bob Harrison,6-1
1957-58,30.0,SYR,NBA,G,72.0,,25.0,2.9,8.4,0.348,1.3,1.7,0.795,2.3,2.3,2.8,7.2,Bob Harrison,6-1
