Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1975-76,24.0,ATL,NBA,G,33.0,,10.6,2.6,6.5,0.399,0.7,1.0,0.647,0.5,0.8,1.2,0.8,0.6,0.1,,1.5,5.8,Wilbur Holland,6-0
1976-77,25.0,CHI,NBA,G,79.0,,31.1,6.4,14.2,0.454,2.0,2.4,0.823,1.0,2.2,3.2,3.2,2.1,0.2,,2.5,14.9,Wilbur Holland,6-0
1977-78,26.0,CHI,NBA,G,82.0,,35.2,6.9,15.7,0.443,2.7,3.4,0.799,1.3,2.3,3.6,3.8,2.0,0.2,2.7,3.1,16.6,Wilbur Holland,6-0
1978-79,27.0,CHI,NBA,G,82.0,,30.3,5.4,11.5,0.473,1.7,2.1,0.801,1.0,2.1,3.1,4.0,1.5,0.1,2.3,2.9,12.6,Wilbur Holland,6-0
