Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1963-64,21.0,DET,NBA,C,39,,29.7,4.7,11.8,.400,,,,4.7,11.8,.400,.400,1.6,2.5,.622,,,10.5,1.3,,3.1,11.0,Reggie Harding,7-0
1964-65,22.0,DET,NBA,C,78,,34.6,5.2,12.7,.410,,,,5.2,12.7,.410,.410,1.6,2.7,.612,,,11.6,2.3,,3.3,12.0,Reggie Harding,7-0
1966-67,24.0,DET,NBA,C,74,,18.5,2.3,5.2,.449,,,,2.3,5.2,.449,.449,0.9,1.4,.612,,,6.1,1.3,,2.2,5.5,Reggie Harding,7-0
1967-68,25.0,TOT,TOT,C,39,,29.4,4.3,9.9,.431,0.0,0.0,.000,4.3,9.8,.432,.431,1.8,3.2,.561,,,11.0,1.8,2.0,2.4,10.3,Reggie Harding,7-0
