Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1951-52,25.0,INO,NBA,G,65.0,,31.6,3.3,10.0,0.327,2.8,3.4,0.824,3.3,3.4,3.1,9.4,Bill Tosheff,6-1
1952-53,26.0,INO,NBA,G,67.0,,36.7,3.8,11.7,0.323,3.8,4.7,0.806,3.4,3.6,3.6,11.3,Bill Tosheff,6-1
1953-54,27.0,MLH,NBA,G,71.0,,25.7,2.4,8.1,0.291,2.2,3.0,0.743,2.3,2.8,2.9,6.9,Bill Tosheff,6-1
