Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1964-65,25.0,STL,NBA,F-C,4.0,,8.8,1.0,2.8,0.364,1.5,2.3,0.667,4.5,1.5,2.3,3.5,John Tresvant,6-7
1965-66,26.0,TOT,NBA,F-C,61.0,,15.9,2.8,6.6,0.428,2.3,3.1,0.747,6.0,1.2,2.9,7.9,John Tresvant,6-7
1966-67,27.0,DET,NBA,F-C,68.0,,22.8,3.8,8.6,0.438,2.4,3.4,0.701,7.1,1.3,3.6,9.9,John Tresvant,6-7
1967-68,28.0,TOT,NBA,F-C,85.0,,29.1,4.7,10.2,0.457,2.9,4.5,0.651,8.3,1.9,4.0,12.3,John Tresvant,6-7
1968-69,29.0,TOT,NBA,F-C,77.0,,32.2,4.9,10.6,0.463,2.6,4.3,0.612,8.9,2.2,3.9,12.5,John Tresvant,6-7
1969-70,30.0,TOT,NBA,F-C,69.0,,21.7,3.8,8.6,0.444,3.0,4.1,0.725,6.2,1.6,3.0,10.6,John Tresvant,6-7
1970-71,31.0,TOT,NBA,F-C,75.0,,20.2,2.7,5.8,0.463,1.9,2.7,0.712,5.1,1.1,2.6,7.3,John Tresvant,6-7
1971-72,32.0,BAL,NBA,F-C,65.0,,18.9,2.5,5.5,0.45,1.9,2.3,0.818,5.0,1.3,2.7,6.8,John Tresvant,6-7
1972-73,33.0,BAL,NBA,F-C,55.0,,9.8,1.5,3.3,0.467,0.7,1.1,0.695,2.8,0.6,1.8,3.8,John Tresvant,6-7
