Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1969-70,23.0,TOT,ABA,F,82,,17.6,2.1,5.0,.430,0.0,0.1,.125,2.1,4.9,.436,.431,2.0,2.7,.743,1.8,2.2,4.0,0.9,,1.2,2.3,6.3,George Tinsley,6-5
1971-72,25.0,FLO,ABA,F,51,,8.2,1.4,3.4,.402,0.1,0.4,.227,1.3,3.0,.428,.417,0.9,1.2,.742,0.6,0.6,1.2,0.7,,0.5,1.5,3.7,George Tinsley,6-5
