Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,24.0,MNM,ABA,C,63,,19.1,3.3,7.5,.434,0.0,0.0,.000,3.3,7.5,.435,.434,1.6,2.6,.622,,,6.9,0.9,1.2,2.0,8.2,Skip Thoren,6-10
1968-69,25.0,MMF,ABA,C,78,,33.9,6.8,14.1,.484,0.0,0.0,.000,6.8,14.1,.485,.484,3.1,5.0,.615,5.0,8.4,13.4,2.5,2.3,4.2,16.7,Skip Thoren,6-10
1969-70,26.0,MMF,ABA,C,29,,35.2,5.7,12.6,.451,0.0,0.1,.000,5.7,12.5,.453,.451,3.2,5.3,.594,3.8,9.8,13.6,2.6,3.1,3.9,14.5,Skip Thoren,6-10
