Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1967-68,24.0,SEA,NBA,F,81.0,,29.2,5.4,12.2,0.442,,,,5.4,12.2,0.442,0.442,2.3,3.2,0.707,,,7.5,1.4,,,3.2,13.1,Al Tucker,6-8
1968-69,25.0,TOT,NBA,F,84.0,,22.4,4.3,9.6,0.446,,,,4.3,9.6,0.446,0.446,1.9,2.9,0.648,,,5.2,0.9,,,2.2,10.5,Al Tucker,6-8
1969-70,26.0,TOT,NBA,F,61.0,,13.4,2.4,4.7,0.512,,,,2.4,4.7,0.512,0.512,1.1,1.4,0.805,,,2.7,0.6,,,1.4,5.9,Al Tucker,6-8
1970-71,27.0,TOT,TOT,F,45.0,,13.5,2.6,5.9,0.447,0.1,0.2,0.429,2.6,5.7,0.447,0.453,1.3,1.6,0.808,0.4,,3.1,0.4,,0.6,1.6,6.6,Al Tucker,6-8
1971-72,28.0,FLO,ABA,F,81.0,,22.2,4.7,10.0,0.465,0.4,1.0,0.366,4.3,9.0,0.477,0.484,1.9,2.5,0.789,1.1,3.7,4.8,1.2,,1.6,2.5,11.6,Al Tucker,6-8
