Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,19.0,HOU,NBA,SG,24,0,10.9,1.1,2.8,0.403,0.3,1.1,0.269,0.8,1.7,0.488,0.455,0.7,1.3,0.533,0.3,1.1,1.4,1.7,0.6,0.0,1.1,0.9,3.2
2022-23,20.0,HOU,NBA,PG,51,7,16.7,1.5,4.4,0.35,0.8,2.5,0.3,0.8,1.8,0.419,0.437,0.5,0.7,0.667,0.3,1.5,1.8,2.5,0.6,0.1,1.5,1.1,4.3
Career,,,NBA,,75,7,14.9,1.4,3.9,0.362,0.6,2.1,0.295,0.8,1.8,0.44,0.441,0.5,0.9,0.606,0.3,1.4,1.7,2.2,0.6,0.1,1.4,1.0,3.9
