Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,22.0,PHO,NBA,SG,21.0,1.0,11.5,1.0,3.6,0.289,0.5,1.8,0.289,0.5,1.8,0.289,0.362,0.4,0.6,0.667,0.1,1.8,1.9,0.6,0.5,0.1,0.5,0.8,3.0
2018-19,23.0,IND,NBA,SG,10.0,0.0,4.7,0.5,1.2,0.417,0.2,0.4,0.5,0.3,0.8,0.375,0.5,0.0,0.0,,0.2,0.4,0.6,0.3,0.1,0.0,0.1,0.3,1.2
2021-22,26.0,DEN,NBA,SG,48.0,5.0,13.9,1.7,3.4,0.503,0.8,1.8,0.43,0.9,1.6,0.587,0.618,0.2,0.3,0.667,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3,4.4
2022-23,27.0,TOT,NBA,SG,40.0,1.0,8.4,0.7,2.1,0.325,0.4,1.2,0.37,0.3,0.9,0.27,0.428,0.4,0.6,0.667,0.3,1.2,1.5,0.5,0.4,0.1,0.5,1.0,2.2
2022-23,27.0,DEN,NBA,SG,35.0,1.0,9.0,0.7,2.3,0.313,0.5,1.3,0.364,0.3,1.0,0.25,0.413,0.4,0.6,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3
2022-23,27.0,LAL,NBA,SG,5.0,0.0,4.2,0.4,0.6,0.667,0.2,0.4,0.5,0.2,0.2,1.0,0.833,0.2,0.8,0.25,0.2,0.4,0.6,0.4,0.2,0.0,0.0,0.6,1.2
Career,,,NBA,,119.0,7.0,10.9,1.1,2.8,0.407,0.6,1.5,0.385,0.6,1.3,0.43,0.508,0.3,0.4,0.667,0.2,1.5,1.8,0.8,0.4,0.1,0.4,1.0,3.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DEN,NBA,,83.0,6.0,11.8,1.3,2.9,0.44,0.6,1.6,0.408,0.6,1.3,0.477,0.55,0.3,0.4,0.714,0.3,1.7,2.0,0.9,0.4,0.2,0.4,1.2,3.5
1 season,,PHO,NBA,,21.0,1.0,11.5,1.0,3.6,0.289,0.5,1.8,0.289,0.5,1.8,0.289,0.362,0.4,0.6,0.667,0.1,1.8,1.9,0.6,0.5,0.1,0.5,0.8,3.0
1 season,,IND,NBA,,10.0,0.0,4.7,0.5,1.2,0.417,0.2,0.4,0.5,0.3,0.8,0.375,0.5,0.0,0.0,,0.2,0.4,0.6,0.3,0.1,0.0,0.1,0.3,1.2
1 season,,LAL,NBA,,5.0,0.0,4.2,0.4,0.6,0.667,0.2,0.4,0.5,0.2,0.2,1.0,0.833,0.2,0.8,0.25,0.2,0.4,0.6,0.4,0.2,0.0,0.0,0.6,1.2
