Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23.0,CIN,NBA,C,66.0,,19.0,2.9,6.4,0.449,,,,2.9,6.4,0.449,0.449,1.9,3.0,0.636,,,5.7,0.8,,,,3.1,7.6
1970-71,24.0,CLE,NBA,C,74.0,,19.4,3.0,6.4,0.466,,,,3.0,6.4,0.466,0.466,1.6,2.6,0.637,,,5.3,0.9,,,,2.5,7.6
1971-72,25.0,TOT,NBA,C,71.0,,9.6,1.5,3.4,0.429,,,,1.5,3.4,0.429,0.429,0.7,1.2,0.568,,,2.9,0.3,,,,1.5,3.6
1971-72,25.0,CLE,NBA,C,9.0,,7.2,1.2,2.8,0.44,,,,1.2,2.8,0.44,0.44,0.1,0.4,0.25,,,2.3,0.3,,,,0.3,2.6
1971-72,25.0,NYK,NBA,C,62.0,,10.0,1.5,3.5,0.428,,,,1.5,3.5,0.428,0.428,0.8,1.4,0.583,,,3.0,0.3,,,,1.7,3.8
1972-73,26.0,TOT,TOT,C,58.0,,15.4,2.9,5.9,0.494,0.0,0.0,0.0,2.9,5.9,0.496,0.494,1.3,2.1,0.65,1.6,,5.0,0.6,,,0.9,2.3,7.2
1972-73,26.0,NYK,NBA,C,1.0,,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,,1.0,0.0,,,,2.0,0.0
1972-73,26.0,MMT,ABA,C,57.0,,15.7,3.0,6.0,0.494,0.0,0.0,0.0,3.0,6.0,0.496,0.494,1.4,2.1,0.65,1.6,3.5,5.0,0.6,,,0.9,2.3,7.3
1973-74,27.0,PHI,NBA,C,9.0,,7.6,0.6,1.4,0.385,,,,0.6,1.4,0.385,0.385,0.9,1.2,0.727,0.6,1.9,2.4,0.0,0.3,0.4,,1.2,2.0
Career,,,TOT,,278.0,,15.6,2.5,5.4,0.461,0.0,0.0,0.0,2.5,5.4,0.461,0.461,1.4,2.2,0.631,1.4,3.2,4.6,0.6,0.3,0.4,0.9,2.3,6.3
,,,NBA,,221.0,,15.6,2.3,5.2,0.451,,,,2.3,5.2,0.451,0.451,1.4,2.2,0.626,0.6,1.9,4.5,0.6,0.3,0.4,,2.3,6.0
,,,ABA,,57.0,,15.7,3.0,6.0,0.494,0.0,0.0,0.0,3.0,6.0,0.496,0.494,1.4,2.1,0.65,1.6,3.5,5.0,0.6,,,0.9,2.3,7.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CLE,NBA,,83.0,,18.1,2.8,6.0,0.465,,,,2.8,6.0,0.465,0.465,1.5,2.3,0.629,,,5.0,0.8,,,,2.3,7.0
1 season,,CIN,NBA,,66.0,,19.0,2.9,6.4,0.449,,,,2.9,6.4,0.449,0.449,1.9,3.0,0.636,,,5.7,0.8,,,,3.1,7.6
2 seasons,,NYK,NBA,,63.0,,9.8,1.5,3.4,0.428,,,,1.5,3.4,0.428,0.428,0.8,1.3,0.583,,,3.0,0.3,,,,1.7,3.7
1 season,,MMT,ABA,,57.0,,15.7,3.0,6.0,0.494,0.0,0.0,0.0,3.0,6.0,0.496,0.494,1.4,2.1,0.65,1.6,3.5,5.0,0.6,,,0.9,2.3,7.3
1 season,,PHI,NBA,,9.0,,7.6,0.6,1.4,0.385,,,,0.6,1.4,0.385,0.385,0.9,1.2,0.727,0.6,1.9,2.4,0.0,0.3,0.4,,1.2,2.0
