Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,23.0,CHO,NBA,PF,18,0,3.5,0.2,0.5,0.444,0.0,0.1,0.0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0.0,0.0,0.2,0.4,0.8
2021-22,24.0,CHO,NBA,C,50,5,7.3,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.6,0.9,0.698,0.7,1.0,1.7,0.3,0.2,0.4,0.5,1.0,3.0
2022-23,25.0,CHO,NBA,C,60,7,18.5,3.0,4.8,0.62,0.0,0.0,,3.0,4.8,0.62,0.62,2.0,2.7,0.748,2.3,4.0,6.3,0.6,0.2,1.1,0.9,2.4,8.0
Career,,,NBA,,128,12,12.0,1.9,3.0,0.627,0.0,0.0,0.0,1.9,3.0,0.629,0.627,1.2,1.7,0.733,1.4,2.3,3.7,0.4,0.1,0.7,0.6,1.6,5.0
