Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,21.0,KCO,NBA,C,58,,11.7,1.7,4.1,0.417,0.8,1.4,0.536,,,3.3,0.7,,,1.9,4.2
1973-74,22.0,KCO,NBA,C,2,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Career,,,NBA,,60,,11.4,1.6,3.9,0.417,0.8,1.4,0.536,0.0,0.0,3.2,0.6,0.0,0.0,1.9,4.0
