Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22.0,NYK,NBA,C,14,,4.6,0.7,1.7,0.417,1.1,1.7,0.625,,,1.1,0.1,,,1.1,2.5
1973-74,23.0,NYK,NBA,C,17,,3.4,0.8,1.7,0.448,0.7,1.0,0.706,0.5,0.4,0.9,0.2,0.0,0.0,0.4,2.2
1974-75,24.0,NYK,NBA,C,51,,9.5,1.0,2.9,0.361,0.9,1.6,0.561,0.8,1.3,2.1,0.4,0.3,0.1,1.3,3.0
Career,,,NBA,,82,,7.4,0.9,2.4,0.38,0.9,1.5,0.593,0.7,1.1,1.7,0.3,0.2,0.1,1.0,2.7
