Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22.0,KCO,NBA,PF,74.0,,22.1,3.7,8.6,0.431,1.1,1.6,0.681,,,6.9,1.0,,,3.1,8.4
1973-74,23.0,TOT,NBA,PF,48.0,,12.3,1.7,4.2,0.401,0.5,0.8,0.632,1.0,2.7,3.7,0.8,0.4,0.5,2.0,3.9
1973-74,23.0,KCO,NBA,PF,12.0,,14.2,2.0,4.8,0.421,1.2,2.0,0.583,1.1,3.6,4.7,0.7,0.3,0.2,2.3,5.2
1973-74,23.0,HOU,NBA,PF,36.0,,11.7,1.6,4.0,0.393,0.3,0.4,0.714,1.0,2.4,3.4,0.8,0.4,0.6,1.9,3.4
1974-75,24.0,HOU,NBA,PF,77.0,,20.5,2.5,6.1,0.417,0.9,1.3,0.732,1.8,3.2,4.9,1.7,0.7,0.3,2.6,6.0
1975-76,25.0,HOU,NBA,PF,65.0,,16.1,1.8,4.3,0.411,0.6,0.9,0.679,1.4,3.3,4.7,1.2,0.5,0.3,2.1,4.1
Career,,,NBA,,264.0,,18.4,2.5,6.0,0.419,0.8,1.2,0.691,1.5,3.1,5.2,1.2,0.6,0.4,2.5,5.8
,,,,,,,,,,,,,,,,,,,,,
3 seasons,,HOU,NBA,,178.0,,17.1,2.1,5.0,0.411,0.7,0.9,0.713,1.5,3.0,4.5,1.3,0.6,0.4,2.3,4.8
2 seasons,,KCO,NBA,,86.0,,21.0,3.5,8.0,0.43,1.1,1.6,0.664,1.1,3.6,6.5,1.0,0.3,0.2,2.9,8.0
