Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,30.0,CLR,BAA,,55.0,,,5.0,16.3,0.307,2.0,3.1,0.642,,1.2,3.1,12.1
1947-48,31.0,BOS,BAA,,48.0,,,4.2,13.6,0.309,1.8,2.9,0.62,,0.9,2.9,10.2
1948-49,32.0,TOT,BAA,,43.0,,,4.0,13.7,0.292,1.8,3.1,0.594,,2.4,2.6,9.8
1948-49,32.0,BOS,BAA,,33.0,,,4.4,15.2,0.291,2.1,3.5,0.603,,2.9,2.9,11.0
1948-49,32.0,PRO,BAA,,10.0,,,2.6,8.8,0.295,0.9,1.7,0.529,,0.9,1.3,6.1
Career,,,BAA,,146.0,,,4.5,14.7,0.304,1.9,3.0,0.621,,1.5,2.8,10.8
,,,,,,,,,,,,,,,,,
2 seasons,,BOS,BAA,,81.0,,,4.3,14.2,0.302,1.9,3.1,0.613,,1.7,2.9,10.5
1 season,,CLR,BAA,,55.0,,,5.0,16.3,0.307,2.0,3.1,0.642,,1.2,3.1,12.1
1 season,,PRO,BAA,,10.0,,,2.6,8.8,0.295,0.9,1.7,0.529,,0.9,1.3,6.1
