Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,25.0,PRO,BAA,,31,,,2.3,8.4,0.277,1.6,3.0,0.548,,0.2,3.0,6.3
1948-49,26.0,PRO,BAA,,16,,,0.6,1.6,0.36,0.7,1.1,0.647,,0.8,1.5,1.8
Career,,,BAA,,47,,,1.7,6.1,0.284,1.3,2.3,0.564,,0.4,2.5,4.8
