Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,23.0,TOT,BAA,,50.0,,,1.8,5.3,0.333,0.9,1.3,0.698,,0.8,2.3,4.4
1948-49,23.0,CHS,BAA,,2.0,,,0.5,1.5,0.333,0.0,0.0,,,0.0,1.0,1.0
1948-49,23.0,BOS,BAA,,26.0,,,1.4,4.2,0.33,0.3,0.7,0.474,,0.5,1.3,3.1
1948-49,23.0,STB,BAA,,22.0,,,2.4,7.0,0.335,1.6,2.0,0.795,,1.3,3.5,6.3
1949-50,24.0,STB,NBA,,67.0,,,1.1,3.3,0.347,0.4,0.6,0.718,,0.4,1.3,2.7
Career,,,TOT,,117.0,,,1.4,4.2,0.339,0.6,0.9,0.706,,0.6,1.7,3.5
,,,NBA,,67.0,,,1.1,3.3,0.347,0.4,0.6,0.718,,0.4,1.3,2.7
,,,BAA,,50.0,,,1.8,5.3,0.333,0.9,1.3,0.698,,0.8,2.3,4.4
,,,,,,,,,,,,,,,,,
2 seasons,,STB,BAA,,89.0,,,1.4,4.2,0.342,0.7,0.9,0.759,,0.6,1.9,3.6
1 season,,BOS,BAA,,26.0,,,1.4,4.2,0.33,0.3,0.7,0.474,,0.5,1.3,3.1
1 season,,CHS,BAA,,2.0,,,0.5,1.5,0.333,0.0,0.0,,,0.0,1.0,1.0
