Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,24.0,NYK,BAA,,55,,,2.2,6.4,0.348,1.7,2.7,0.623,,1.0,1.3,6.1
1949-50,25.0,NYK,NBA,,62,,,1.6,4.8,0.337,2.0,2.8,0.71,,0.8,1.6,5.2
1950-51,26.0,NYK,NBA,,34,,,1.1,3.0,0.379,1.4,2.1,0.69,1.9,1.1,1.5,3.7
Career,,,TOT,,151,,,1.7,5.0,0.348,1.8,2.6,0.674,1.9,1.0,1.5,5.2
,,,NBA,,96,,,1.4,4.2,0.348,1.8,2.6,0.704,1.9,0.9,1.6,4.7
,,,BAA,,55,,,2.2,6.4,0.348,1.7,2.7,0.623,,1.0,1.3,6.1
