Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,23.0,BLB,NBA,SF,67.0,,28.9,3.3,9.2,0.358,1.9,2.7,0.726,3.2,2.4,2.6,8.5
1954-55,24.0,TOT,NBA,SG,17.0,,11.8,1.4,3.6,0.377,0.9,1.4,0.625,1.4,1.1,1.2,3.6
1954-55,24.0,BLB,NBA,,13.0,,12.2,1.5,4.0,0.385,0.8,1.3,0.647,1.6,1.3,1.1,3.9
1954-55,24.0,FTW,NBA,SG,4.0,,10.5,0.8,2.3,0.333,1.0,1.8,0.571,0.8,0.5,1.5,2.5
Career,,,NBA,,84.0,,25.5,2.9,8.0,0.36,1.7,2.4,0.714,2.8,2.1,2.3,7.5
,,,,,,,,,,,,,,,,,
2 seasons,,BLB,NBA,,80.0,,26.2,3.0,8.3,0.36,1.8,2.5,0.719,2.9,2.2,2.4,7.8
1 season,,FTW,NBA,,4.0,,10.5,0.8,2.3,0.333,1.0,1.8,0.571,0.8,0.5,1.5,2.5
