Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,22.0,ATL,NBA,SG,63.0,,14.7,2.7,6.0,0.441,0.6,0.8,0.698,0.2,0.9,1.1,1.6,1.2,0.1,1.4,2.1,5.9
1978-79,23.0,GSW,NBA,SG,12.0,,6.2,1.3,3.3,0.375,0.5,0.8,0.667,0.5,0.3,0.8,0.3,0.7,0.0,0.7,0.8,3.0
Career,,,NBA,,75.0,,13.4,2.4,5.6,0.435,0.6,0.8,0.694,0.3,0.8,1.1,1.4,1.1,0.1,1.3,1.9,5.5
,,,,,,,,,,,,,,,,,,,,,,
1 season,,ATL,NBA,,63.0,,14.7,2.7,6.0,0.441,0.6,0.8,0.698,0.2,0.9,1.1,1.6,1.2,0.1,1.4,2.1,5.9
1 season,,GSW,NBA,,12.0,,6.2,1.3,3.3,0.375,0.5,0.8,0.667,0.5,0.3,0.8,0.3,0.7,0.0,0.7,0.8,3.0
