Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1962-63,22.0,NYK,NBA,SF,56.0,,10.2,1.9,5.5,0.352,1.3,1.7,0.768,2.7,0.5,1.0,5.2
1963-64,23.0,NYK,NBA,SF,52.0,,13.4,3.0,6.3,0.472,1.7,2.2,0.75,3.2,0.5,1.7,7.6
1964-65,24.0,TOT,NBA,SF,23.0,,16.3,2.3,6.7,0.338,1.5,2.2,0.68,4.3,0.7,2.3,6.0
1964-65,24.0,NYK,NBA,SF,1.0,,22.0,3.0,8.0,0.375,0.0,0.0,,7.0,0.0,5.0,6.0
1964-65,24.0,SFW,NBA,SF,22.0,,16.1,2.2,6.6,0.336,1.5,2.3,0.68,4.2,0.7,2.2,6.0
Career,,,NBA,,131.0,,12.5,2.4,6.0,0.399,1.5,2.0,0.743,3.1,0.5,1.5,6.3
,,,,,,,,,,,,,,,,,
3 seasons,,NYK,NBA,,109.0,,11.8,2.4,5.9,0.413,1.5,1.9,0.758,2.9,0.5,1.4,6.3
1 season,,SFW,NBA,,22.0,,16.1,2.2,6.6,0.336,1.5,2.3,0.68,4.2,0.7,2.2,6.0
