Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24.0,KEN,ABA,C,52.0,,10.6,1.0,3.0,0.316,0.0,0.0,0.0,1.0,3.0,0.318,0.316,0.5,1.1,0.482,,,4.5,0.6,0.7,2.3,2.4
1968-69,25.0,HSM,ABA,C,73.0,,29.0,3.5,8.6,0.405,0.0,0.0,0.0,3.5,8.6,0.406,0.405,2.0,3.6,0.562,4.2,6.8,11.0,2.1,1.6,4.4,9.0
Career,,,ABA,,125.0,,21.3,2.4,6.3,0.388,0.0,0.0,0.0,2.4,6.3,0.389,0.388,1.4,2.6,0.548,4.2,6.8,8.3,1.4,1.2,3.5,6.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,HSM,ABA,,73.0,,29.0,3.5,8.6,0.405,0.0,0.0,0.0,3.5,8.6,0.406,0.405,2.0,3.6,0.562,4.2,6.8,11.0,2.1,1.6,4.4,9.0
1 season,,KEN,ABA,,52.0,,10.6,1.0,3.0,0.316,0.0,0.0,0.0,1.0,3.0,0.318,0.316,0.5,1.1,0.482,,,4.5,0.6,0.7,2.3,2.4
