Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,24.0,NYK,NBA,,6,,10.5,0.5,3.5,0.143,0.5,1.3,0.375,1.3,1.0,1.7,1.5
Career,,,NBA,,6,,10.5,0.5,3.5,0.143,0.5,1.3,0.375,1.3,1.0,1.7,1.5
