Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23.0,PTP,ABA,PG,9.0,,8.1,1.4,3.9,0.371,0.0,0.0,,1.4,3.9,0.371,0.371,1.1,1.7,0.667,,,1.7,0.9,1.0,1.6,4.0
1968-69,24.0,MNP,ABA,PG,60.0,,26.5,4.8,11.9,0.402,0.0,0.1,0.25,4.8,11.8,0.404,0.404,2.8,3.6,0.777,1.5,2.0,3.5,2.8,2.3,2.6,12.4
1969-70,25.0,TOT,ABA,PG,14.0,,12.4,1.1,4.2,0.254,0.0,0.1,0.0,1.1,4.1,0.263,0.254,0.9,1.6,0.591,0.4,0.6,0.9,1.4,0.7,1.6,3.1
1969-70,25.0,PTP,ABA,PG,2.0,,18.0,1.0,6.5,0.154,0.0,0.0,,1.0,6.5,0.154,0.154,1.0,1.0,1.0,0.5,0.0,0.5,1.5,1.0,2.0,3.0
1969-70,25.0,MMF,ABA,PG,12.0,,11.4,1.1,3.8,0.283,0.0,0.2,0.0,1.1,3.7,0.295,0.283,0.9,1.7,0.55,0.3,0.7,1.0,1.4,0.7,1.5,3.1
Career,,,ABA,,83.0,,22.1,3.8,9.8,0.39,0.0,0.1,0.2,3.8,9.6,0.393,0.391,2.3,3.0,0.754,1.3,1.7,2.9,2.3,1.9,2.3,9.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,"PTP,MNP",ABA,,71.0,,23.9,4.3,10.8,0.397,0.0,0.1,0.25,4.2,10.6,0.398,0.398,2.5,3.3,0.772,1.5,1.9,3.2,2.5,2.1,2.5,11.1
1 season,,MMF,ABA,,12.0,,11.4,1.1,3.8,0.283,0.0,0.2,0.0,1.1,3.7,0.295,0.283,0.9,1.7,0.55,0.3,0.7,1.0,1.4,0.7,1.5,3.1
