Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1967-68,22.0,BOS,NBA,G,48,,16.4,2.4,5.7,0.43,1.2,1.8,0.636,2.0,1.3,2.6,6.0,Mal Graham,6-1
1968-69,23.0,BOS,NBA,G,22,,4.7,0.6,2.5,0.236,0.5,0.6,0.786,1.1,0.6,1.2,1.7,Mal Graham,6-1
