Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1969-70,23.0,LAL,NBA,G,73.0,,31.8,4.8,11.2,0.434,1.9,2.2,0.852,,,3.2,2.5,,,3.2,11.6,Dick Garrett,6-3
1970-71,24.0,BUF,NBA,G,75.0,,31.7,5.0,12.0,0.414,2.9,3.3,0.869,,,3.9,3.5,,,3.9,12.9,Dick Garrett,6-3
1971-72,25.0,BUF,NBA,G,73.0,,26.1,4.5,10.1,0.442,1.9,2.2,0.866,,,3.1,2.3,,,3.1,10.8,Dick Garrett,6-3
1972-73,26.0,BUF,NBA,G,78.0,,23.1,4.4,10.4,0.419,1.2,1.4,0.873,,,2.7,2.8,,,2.8,10.0,Dick Garrett,6-3
1973-74,27.0,TOT,NBA,G,40.0,,8.2,1.1,3.2,0.341,0.4,0.5,0.789,0.4,0.6,1.0,0.6,0.3,0.0,1.4,2.5,Dick Garrett,6-3
