Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
2005-06,24.0,SAC,NBA,F-G,67.0,11.0,19.4,1.9,4.9,0.4,0.6,2.0,0.285,1.4,2.8,0.484,0.46,1.2,1.5,0.772,0.6,2.2,2.8,1.4,0.6,0.7,1.1,2.0,5.6,Francisco Garcia,6-7
2006-07,25.0,SAC,NBA,F-G,79.0,5.0,17.8,2.1,4.8,0.429,0.7,1.9,0.356,1.4,2.9,0.476,0.499,1.2,1.4,0.833,0.7,1.9,2.6,1.1,0.6,0.5,0.9,2.4,6.0,Francisco Garcia,6-7
2007-08,26.0,SAC,NBA,F-G,79.0,20.0,26.5,4.4,9.5,0.463,1.4,3.7,0.391,3.0,5.9,0.508,0.538,2.1,2.6,0.779,0.7,2.7,3.3,1.6,1.2,0.6,1.6,2.9,12.3,Francisco Garcia,6-7
2008-09,27.0,SAC,NBA,F-G,65.0,36.0,30.4,4.5,10.2,0.444,1.4,3.4,0.398,3.2,6.8,0.466,0.51,2.2,2.7,0.82,0.9,2.5,3.4,2.3,1.2,1.0,1.7,3.0,12.7,Francisco Garcia,6-7
2009-10,28.0,SAC,NBA,F-G,25.0,4.0,23.0,3.3,7.0,0.466,0.9,2.4,0.39,2.4,4.7,0.504,0.531,0.6,0.7,0.882,0.4,2.2,2.6,1.8,0.4,0.8,0.8,2.0,8.1,Francisco Garcia,6-7
2010-11,29.0,SAC,NBA,F-G,58.0,34.0,23.9,3.6,8.2,0.436,1.4,3.9,0.362,2.2,4.3,0.502,0.521,1.1,1.3,0.855,0.4,1.9,2.3,1.2,0.9,0.8,0.8,2.2,9.7,Francisco Garcia,6-7
2011-12,30.0,SAC,NBA,F-G,49.0,3.0,16.3,1.8,4.7,0.376,0.8,2.7,0.29,1.0,2.0,0.49,0.459,0.5,0.6,0.8,0.2,1.8,2.0,0.6,0.7,0.8,0.4,1.5,4.8,Francisco Garcia,6-7
2012-13,31.0,TOT,NBA,F-G,58.0,20.0,17.7,2.0,5.2,0.393,1.2,3.1,0.374,0.9,2.1,0.421,0.505,0.3,0.4,0.857,0.1,1.4,1.6,1.1,0.8,0.7,0.6,1.5,5.5,Francisco Garcia,6-7
2013-14,32.0,HOU,NBA,F-G,55.0,4.0,19.7,2.1,5.3,0.401,1.3,3.5,0.358,0.9,1.8,0.485,0.519,0.2,0.3,0.526,0.4,1.8,2.2,1.1,0.5,0.6,0.5,2.2,5.7,Francisco Garcia,6-7
2014-15,33.0,HOU,NBA,F-G,14.0,0.0,14.3,1.2,4.5,0.27,0.7,3.2,0.222,0.5,1.3,0.389,0.349,0.1,0.3,0.25,0.2,1.0,1.2,1.1,0.6,0.4,0.7,1.4,3.2,Francisco Garcia,6-7
