Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,22.0,TOT,NBA,,8.0,,7.5,0.4,1.3,0.3,1.1,1.4,0.818,1.5,0.4,1.9,1.9
1953-54,22.0,BLB,NBA,,4.0,,9.0,0.3,1.3,0.2,1.3,1.5,0.833,0.5,0.0,2.3,1.8
1953-54,22.0,MLH,NBA,,4.0,,6.0,0.5,1.3,0.4,1.0,1.3,0.8,2.5,0.8,1.5,2.0
1954-55,23.0,NYK,NBA,PF,37.0,,13.6,1.7,4.6,0.367,0.8,1.2,0.667,4.2,0.8,2.2,4.2
1955-56,24.0,NYK,NBA,SF,58.0,,13.4,2.1,5.2,0.399,1.2,1.8,0.654,3.8,0.8,2.1,5.3
Career,,,NBA,,103.0,,13.0,1.8,4.7,0.386,1.0,1.6,0.669,3.8,0.8,2.1,4.7
,,,,,,,,,,,,,,,,,
2 seasons,,NYK,NBA,,95.0,,13.5,1.9,5.0,0.388,1.0,1.6,0.658,4.0,0.8,2.1,4.9
1 season,,MLH,NBA,,4.0,,6.0,0.5,1.3,0.4,1.0,1.3,0.8,2.5,0.8,1.5,2.0
1 season,,BLB,NBA,,4.0,,9.0,0.3,1.3,0.2,1.3,1.5,0.833,0.5,0.0,2.3,1.8
