Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,22.0,STL,NBA,SF,40.0,,10.6,1.3,3.8,0.349,1.1,1.8,0.629,2.4,1.0,1.6,3.8
1956-57,23.0,STL,NBA,SG,66.0,,17.1,1.8,4.9,0.364,1.6,2.2,0.74,3.0,1.4,2.1,5.2
1957-58,24.0,STL,NBA,SG,71.0,,15.5,1.9,5.1,0.366,1.7,2.3,0.728,2.6,1.1,1.5,5.4
1958-59,25.0,TOT,NBA,SG,62.0,,18.2,2.3,5.8,0.402,1.9,2.4,0.767,3.0,1.7,1.5,6.5
1958-59,25.0,STL,NBA,SG,29.0,,7.9,1.2,2.9,0.405,0.6,0.8,0.75,1.3,1.0,0.8,3.0
1958-59,25.0,CIN,NBA,SG,33.0,,27.2,3.4,8.4,0.401,2.9,3.8,0.77,4.5,2.4,2.2,9.7
1959-60,26.0,CIN,NBA,SG,74.0,,25.0,3.1,7.9,0.388,2.6,3.5,0.727,4.1,2.9,2.4,8.7
Career,,,NBA,,313.0,,18.0,2.2,5.7,0.379,1.8,2.5,0.728,3.1,1.7,1.9,6.1
,,,,,,,,,,,,,,,,,
4 seasons,,STL,NBA,,206.0,,14.0,1.6,4.5,0.366,1.4,2.0,0.716,2.5,1.2,1.6,4.7
2 seasons,,CIN,NBA,,107.0,,25.7,3.1,8.0,0.392,2.7,3.6,0.741,4.2,2.7,2.3,9.0
