Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1952-53,22.0,INO,NBA,F-C,41.0,,15.2,1.3,3.7,0.367,1.9,2.8,0.664,3.6,0.8,2.0,4.6,Zeke Zawoluk,6-7
1953-54,23.0,PHW,NBA,F-C,71.0,,25.3,2.9,7.6,0.376,2.6,3.2,0.809,4.6,1.4,3.1,8.3,Zeke Zawoluk,6-7
1954-55,24.0,PHW,NBA,F-C,67.0,,16.7,2.1,5.6,0.368,2.3,3.0,0.779,3.8,1.3,2.2,6.4,Zeke Zawoluk,6-7
