Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,Player,Ht
1970-71,23.0,BAL,NBA,G,50.0,,4.5,0.7,2.3,0.296,,,,0.7,2.3,0.296,0.296,0.3,0.6,0.536,,,0.5,0.1,,,0.9,1.7,Gary Zeller,6-3
1971-72,24.0,TOT,TOT,G,40.0,,13.8,2.3,6.5,0.347,0.0,0.0,0.0,2.3,6.5,0.349,0.347,0.7,1.0,0.634,0.1,,1.9,0.8,,0.2,2.0,5.2,Gary Zeller,6-3
