Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1968-69,23.0,CIN,NBA,G,48,,7.6,1.0,3.1,0.34,0.5,0.6,0.793,0.9,1.1,1.1,2.6,Pat Frink,6-4
