Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22.0,ATL,NBA,PG,48.0,,8.3,1.0,2.7,0.382,,,,1.0,2.7,0.382,0.382,0.6,0.8,0.784,0.2,0.7,0.9,0.8,0.4,0.1,,0.9,2.7
1974-75,23.0,SSL,ABA,PG,22.0,,15.6,2.0,4.1,0.489,0.0,0.2,0.2,2.0,3.9,0.506,0.494,0.9,1.2,0.741,1.0,1.3,2.3,1.7,0.6,0.0,0.8,0.9,5.0
1975-76,24.0,SDS,ABA,PG,5.0,,2.8,0.2,0.6,0.333,0.0,0.0,,0.2,0.6,0.333,0.333,0.4,0.4,1.0,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.8
Career,,,TOT,,75.0,,10.1,1.3,3.0,0.424,0.0,0.2,0.2,1.3,2.9,0.429,0.426,0.7,0.9,0.773,0.4,0.9,1.3,1.0,0.4,0.1,0.6,0.8,3.2
,,,NBA,,48.0,,8.3,1.0,2.7,0.382,,,,1.0,2.7,0.382,0.382,0.6,0.8,0.784,0.2,0.7,0.9,0.8,0.4,0.1,,0.9,2.7
,,,ABA,,27.0,,13.3,1.7,3.4,0.484,0.0,0.2,0.2,1.6,3.3,0.5,0.489,0.8,1.1,0.759,0.9,1.1,2.0,1.4,0.5,0.0,0.6,0.7,4.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,ATL,NBA,,48.0,,8.3,1.0,2.7,0.382,,,,1.0,2.7,0.382,0.382,0.6,0.8,0.784,0.2,0.7,0.9,0.8,0.4,0.1,,0.9,2.7
1 season,,SSL,ABA,,22.0,,15.6,2.0,4.1,0.489,0.0,0.2,0.2,2.0,3.9,0.506,0.494,0.9,1.2,0.741,1.0,1.3,2.3,1.7,0.6,0.0,0.8,0.9,5.0
1 season,,SDS,ABA,,5.0,,2.8,0.2,0.6,0.333,0.0,0.0,,0.2,0.6,0.333,0.333,0.4,0.4,1.0,0.2,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.8
