Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1950-51,24.0,INO,NBA,F-C,63.0,,,3.5,9.8,0.357,1.3,2.1,0.632,4.9,1.2,3.0,8.3,Bob Lavoy,6-7
1951-52,25.0,INO,NBA,F-C,63.0,,29.0,3.8,9.6,0.397,2.7,3.5,0.753,7.6,1.7,3.3,10.3,Bob Lavoy,6-7
1952-53,26.0,INO,NBA,F-C,70.0,,33.2,3.2,8.0,0.402,2.4,3.5,0.694,7.5,1.9,3.9,8.8,Bob Lavoy,6-7
1953-54,27.0,TOT,NBA,F-C,68.0,,18.8,2.0,5.2,0.379,1.4,1.9,0.729,4.7,1.1,3.2,5.4,Bob Lavoy,6-7
