Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,25.0,OAK,ABA,F,54.0,,13.9,2.3,5.1,0.453,0.0,0.1,0.333,2.3,5.0,0.456,0.457,2.2,2.6,0.857,,,3.4,0.4,0.8,1.5,6.9,Dave Lee,6-7
1968-69,26.0,NOB,ABA,F,4.0,,4.0,0.3,2.3,0.111,0.0,0.0,,0.3,2.3,0.111,0.111,0.0,0.0,,0.8,0.0,0.8,0.0,0.5,0.0,0.5,Dave Lee,6-7
