Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1967-68,22.0,HSM,ABA,F,78.0,,32.1,4.4,10.8,0.406,0.0,0.0,0.0,4.4,10.8,0.407,0.406,1.9,2.8,0.665,,,8.3,1.1,1.2,2.2,10.7,Leary Lentz,6-6
1968-69,23.0,TOT,ABA,F,70.0,,16.1,1.9,4.8,0.404,0.0,0.0,0.0,1.9,4.8,0.405,0.404,1.1,1.7,0.65,1.5,2.3,3.9,0.4,0.8,1.5,4.9,Leary Lentz,6-6
