Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1974-75,23.0,POR,NBA,G,48.0,,16.5,1.8,4.0,0.453,0.6,0.8,0.769,0.2,1.0,1.2,3.7,0.4,0.1,1.7,4.2,Phil Lumpkin,6-0
1975-76,24.0,PHO,NBA,G,34.0,,10.9,0.6,1.9,0.338,0.8,0.9,0.867,0.2,0.5,0.7,1.4,0.4,0.0,0.8,2.1,Phil Lumpkin,6-0
