Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Player,Ht
1972-73,23.0,MIL,NBA,G-F,46.0,,6.0,1.1,2.8,0.386,0.7,0.9,0.744,,,0.9,0.8,,,0.8,2.8,Russ Lee,6-5
1973-74,24.0,MIL,NBA,G-F,36.0,,4.6,1.1,2.6,0.404,0.3,0.4,0.688,0.4,0.7,1.1,0.6,0.3,0.0,0.8,2.4,Russ Lee,6-5
1974-75,25.0,NOJ,NBA,G-F,15.0,,9.3,1.9,5.1,0.382,0.5,0.9,0.5,1.0,1.1,2.1,0.5,0.7,0.2,1.1,4.3,Russ Lee,6-5
