Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,22.0,LAS,ABA,PF,82.0,,33.0,5.9,12.4,0.476,0.0,0.2,0.235,5.8,12.2,0.48,0.478,3.4,5.2,0.651,3.5,8.2,11.6,2.5,,,2.3,3.7,15.2
1970-71,23.0,UTS,ABA,SF,82.0,,32.6,6.0,12.9,0.464,0.1,0.2,0.294,5.9,12.7,0.466,0.466,3.8,5.7,0.668,3.7,6.1,9.8,2.5,,,2.2,3.6,15.8
1971-72,24.0,UTS,ABA,SF,84.0,,39.3,8.8,17.5,0.505,0.1,0.2,0.333,8.8,17.3,0.507,0.507,5.5,7.5,0.725,3.4,7.3,10.6,3.4,,,3.4,3.6,23.2
1972-73,25.0,UTS,ABA,SF,83.0,,37.7,8.1,16.9,0.479,0.0,0.2,0.167,8.1,16.7,0.483,0.48,5.7,7.3,0.784,2.6,5.6,8.2,3.3,,,2.8,3.3,22.0
1973-74,26.0,UTS,ABA,SF,82.0,,40.1,8.7,17.8,0.49,0.0,0.2,0.125,8.7,17.6,0.494,0.49,4.8,6.1,0.79,2.1,5.5,7.6,3.7,1.4,0.5,2.5,3.0,22.3
1974-75,27.0,VIR,ABA,SF,16.0,,35.9,8.0,18.5,0.432,0.1,0.3,0.25,7.9,18.3,0.435,0.434,4.8,6.9,0.694,2.0,4.4,6.4,3.4,1.6,0.2,2.8,3.1,20.9
1975-76,28.0,VIR,ABA,SF,46.0,,29.2,5.4,12.9,0.415,0.0,0.1,0.0,5.4,12.8,0.419,0.415,2.9,3.8,0.771,1.9,3.8,5.7,2.7,1.2,0.3,2.7,2.9,13.7
1976-77,29.0,DEN,NBA,SF,75.0,,18.7,3.2,6.8,0.462,,,,3.2,6.8,0.462,0.462,1.9,2.9,0.651,1.0,2.4,3.4,1.9,0.8,0.2,,2.4,8.2
1977-78,30.0,SEA,NBA,SF,2.0,,5.0,0.0,1.5,0.0,,,,0.0,1.5,0.0,0.0,0.5,2.0,0.25,1.0,0.5,1.5,0.0,0.0,0.0,0.0,1.0,0.5
Career,,,TOT,,552.0,,33.4,6.7,14.2,0.475,0.0,0.2,0.219,6.7,14.0,0.479,0.477,4.1,5.7,0.724,2.6,5.7,8.3,2.9,1.2,0.3,2.6,3.2,17.6
,,,ABA,,475.0,,35.8,7.3,15.4,0.477,0.0,0.2,0.219,7.3,15.2,0.48,0.478,4.5,6.1,0.73,2.9,6.2,9.1,3.1,1.4,0.4,2.6,3.4,19.2
,,,NBA,,77.0,,18.4,3.1,6.7,0.459,,,,3.1,6.7,0.459,0.459,1.9,2.9,0.644,1.0,2.3,3.3,1.8,0.8,0.2,0.0,2.4,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,"LAS,UTS",ABA,,413.0,,36.6,7.5,15.5,0.484,0.0,0.2,0.233,7.5,15.3,0.488,0.486,4.7,6.4,0.729,3.0,6.5,9.6,3.1,1.4,0.5,2.6,3.4,19.7
1 season,,DEN,NBA,,75.0,,18.7,3.2,6.8,0.462,,,,3.2,6.8,0.462,0.462,1.9,2.9,0.651,1.0,2.4,3.4,1.9,0.8,0.2,,2.4,8.2
2 seasons,,VIR,ABA,,62.0,,30.9,6.0,14.4,0.421,0.0,0.2,0.1,6.0,14.2,0.425,0.421,3.4,4.6,0.741,2.0,3.9,5.9,2.9,1.3,0.3,2.7,3.0,15.5
1 season,,SEA,NBA,,2.0,,5.0,0.0,1.5,0.0,,,,0.0,1.5,0.0,0.0,0.5,2.0,0.25,1.0,0.5,1.5,0.0,0.0,0.0,0.0,1.0,0.5
