Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,23.0,MIN,NBA,PG,5.0,0.0,3.8,0.4,0.6,0.667,0.2,0.4,0.5,0.2,0.2,1.0,0.833,0.0,0.0,,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.0
2022-23,24.0,DAL,NBA,PG,24.0,1.0,11.6,1.4,3.0,0.472,0.3,0.9,0.333,1.1,2.1,0.529,0.521,0.5,0.7,0.688,0.3,1.3,1.7,2.0,0.3,0.2,0.7,0.9,3.6
Career,,,NBA,,29.0,1.0,10.2,1.2,2.6,0.48,0.3,0.8,0.348,1.0,1.8,0.538,0.533,0.4,0.6,0.688,0.3,1.1,1.4,1.8,0.3,0.1,0.6,0.8,3.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,DAL,NBA,,24.0,1.0,11.6,1.4,3.0,0.472,0.3,0.9,0.333,1.1,2.1,0.529,0.521,0.5,0.7,0.688,0.3,1.3,1.7,2.0,0.3,0.2,0.7,0.9,3.6
1 season,,MIN,NBA,,5.0,0.0,3.8,0.4,0.6,0.667,0.2,0.4,0.5,0.2,0.2,1.0,0.833,0.0,0.0,,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.0
