Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23.0,CHI,NBA,SF,3.0,,8.7,1.7,3.0,0.556,,,,1.7,3.0,0.556,0.556,0.3,1.3,0.25,,,3.3,0.7,,1.3,3.7
1968-69,24.0,TOT,TOT,SF,51.0,,9.4,1.5,4.0,0.383,0.0,0.0,,1.5,4.0,0.383,0.383,0.8,1.5,0.52,1.7,,4.0,0.5,0.9,1.4,3.9
1968-69,24.0,TOT,ABA,SF,47.0,,9.9,1.6,4.2,0.384,0.0,0.0,,1.6,4.2,0.384,0.384,0.8,1.5,0.535,1.9,2.4,4.2,0.6,1.0,1.4,4.0
1968-69,24.0,CHI,NBA,SF,4.0,,3.5,0.8,2.0,0.375,,,,0.8,2.0,0.375,0.375,0.3,1.0,0.25,,,0.8,0.3,,0.3,1.8
1968-69,24.0,NYA,ABA,SF,4.0,,5.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,1.5,2.3,0.667,0.3,0.8,1.0,0.5,1.0,1.5,2.5
1968-69,24.0,DNR,ABA,SF,37.0,,11.1,1.9,4.9,0.398,0.0,0.0,,1.9,4.9,0.398,0.398,0.8,1.5,0.526,2.2,2.6,4.8,0.6,1.0,1.5,4.7
1968-69,24.0,MNP,ABA,SF,6.0,,5.7,0.3,1.5,0.222,0.0,0.0,,0.3,1.5,0.222,0.222,0.3,0.8,0.4,1.0,2.0,3.0,0.3,1.0,1.0,1.0
Career,,,TOT,,54.0,,9.4,1.6,4.0,0.391,0.0,0.0,,1.6,4.0,0.391,0.391,0.7,1.5,0.506,1.9,2.4,3.9,0.5,1.0,1.4,3.9
,,,ABA,,47.0,,9.9,1.6,4.2,0.384,0.0,0.0,,1.6,4.2,0.384,0.384,0.8,1.5,0.535,1.9,2.4,4.2,0.6,1.0,1.4,4.0
,,,NBA,,7.0,,5.7,1.1,2.4,0.471,,,,1.1,2.4,0.471,0.471,0.3,1.1,0.25,,,1.9,0.4,,0.7,2.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,DNR,ABA,,37.0,,11.1,1.9,4.9,0.398,0.0,0.0,,1.9,4.9,0.398,0.398,0.8,1.5,0.526,2.2,2.6,4.8,0.6,1.0,1.5,4.7
2 seasons,,CHI,NBA,,7.0,,5.7,1.1,2.4,0.471,,,,1.1,2.4,0.471,0.471,0.3,1.1,0.25,,,1.9,0.4,,0.7,2.6
1 season,,MNP,ABA,,6.0,,5.7,0.3,1.5,0.222,0.0,0.0,,0.3,1.5,0.222,0.222,0.3,0.8,0.4,1.0,2.0,3.0,0.3,1.0,1.0,1.0
1 season,,NYA,ABA,,4.0,,5.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,1.5,2.3,0.667,0.3,0.8,1.0,0.5,1.0,1.5,2.5
