Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23.0,TOT,NBA,,20.0,,4.8,1.0,2.0,0.475,,,,1.0,2.0,0.475,0.475,0.9,1.2,0.783,,,1.3,0.2,,0.9,2.8
1967-68,23.0,STL,NBA,,19.0,,4.5,1.0,2.0,0.5,,,,1.0,2.0,0.5,0.5,0.9,1.2,0.773,,,1.3,0.2,,0.7,2.9
1967-68,23.0,BAL,NBA,,1.0,,10.0,0.0,2.0,0.0,,,,0.0,2.0,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,,3.0,1.0
1968-69,24.0,BAL,NBA,,21.0,,4.1,1.0,2.6,0.407,,,,1.0,2.6,0.407,0.407,0.4,0.7,0.6,,,1.3,0.1,,0.8,2.5
1969-70,25.0,TOT,TOT,,28.0,,16.1,4.1,9.0,0.46,0.0,0.1,0.25,4.1,8.9,0.464,0.462,2.8,3.5,0.786,1.6,,3.4,0.8,1.2,2.5,11.1
1969-70,25.0,LAS,ABA,,26.0,,17.1,4.5,9.7,0.462,0.0,0.2,0.25,4.4,9.5,0.466,0.464,3.0,3.8,0.786,1.7,1.9,3.6,0.8,1.3,2.7,11.9
1969-70,25.0,DET,NBA,,2.0,,3.0,0.0,0.5,0.0,,,,0.0,0.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.5,0.0
1970-71,26.0,TOT,ABA,,56.0,,12.1,2.4,5.4,0.439,0.1,0.3,0.158,2.3,5.1,0.458,0.444,1.5,1.9,0.819,1.0,2.2,3.2,0.9,1.4,2.0,6.3
1970-71,26.0,UTS,ABA,,17.0,,11.2,2.6,6.1,0.423,0.1,0.5,0.25,2.5,5.6,0.438,0.433,1.7,2.2,0.784,1.1,1.6,2.7,0.6,1.5,1.9,7.0
1970-71,26.0,DNR,ABA,,39.0,,12.5,2.3,5.1,0.447,0.0,0.3,0.091,2.3,4.8,0.468,0.45,1.5,1.7,0.838,1.0,2.4,3.4,0.9,1.3,2.1,6.1
Career,,,TOT,,125.0,,10.5,2.3,5.2,0.447,0.0,0.3,0.174,2.3,5.0,0.457,0.45,1.5,1.9,0.788,1.2,2.1,2.6,0.6,1.4,1.7,6.2
,,,ABA,,82.0,,13.7,3.0,6.8,0.449,0.0,0.3,0.174,3.0,6.5,0.461,0.453,2.0,2.5,0.803,1.2,2.1,3.3,0.9,1.4,2.2,8.1
,,,NBA,,43.0,,4.3,1.0,2.2,0.432,,,,1.0,2.2,0.432,0.432,0.6,0.9,0.711,,,1.2,0.1,,0.8,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,"LAS,UTS",ABA,,43.0,,14.8,3.7,8.3,0.451,0.1,0.3,0.25,3.7,8.0,0.458,0.455,2.5,3.1,0.785,1.4,1.8,3.3,0.8,1.4,2.3,10.0
1 season,,DNR,ABA,,39.0,,12.5,2.3,5.1,0.447,0.0,0.3,0.091,2.3,4.8,0.468,0.45,1.5,1.7,0.838,1.0,2.4,3.4,0.9,1.3,2.1,6.1
2 seasons,,BAL,NBA,,22.0,,4.4,1.0,2.5,0.393,,,,1.0,2.5,0.393,0.393,0.5,0.7,0.625,,,1.3,0.1,,0.9,2.5
1 season,,STL,NBA,,19.0,,4.5,1.0,2.0,0.5,,,,1.0,2.0,0.5,0.5,0.9,1.2,0.773,,,1.3,0.2,,0.7,2.9
1 season,,DET,NBA,,2.0,,3.0,0.0,0.5,0.0,,,,0.0,0.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.5,0.0
