Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,21.0,PHO,NBA,SF,40,1,15.4,2.8,5.4,.528,0.1,0.5,.238,2.7,4.8,.560,.540,0.4,0.5,.737,1.0,1.1,2.1,0.6,0.5,0.2,0.7,1.3,6.1
2015-16,22.0,PHO,NBA,SF,47,4,22.8,4.7,9.4,.501,0.6,1.5,.400,4.1,7.9,.520,.533,1.0,1.4,.703,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2.0,11.0
2016-17,23.0,PHO,NBA,SF,66,59,31.0,6.1,12.3,.495,0.4,1.5,.265,5.7,10.8,.527,.511,1.8,2.3,.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4
2017-18,24.0,PHO,NBA,SF,65,65,33.0,8.1,16.4,.498,0.3,1.4,.222,7.8,15.0,.523,.507,3.0,3.9,.757,1.9,3.2,5.1,1.3,1.0,0.6,1.3,2.3,19.6
2018-19,25.0,PHO,NBA,SF,43,36,31.6,6.9,14.2,.486,1.8,4.2,.428,5.1,10.0,.510,.549,2.3,2.9,.815,0.7,3.3,4.0,1.5,1.2,0.7,1.2,2.8,18.0
2019-20,26.0,IND,NBA,SF,67,67,32.9,8.0,14.9,.536,1.4,3.4,.403,6.6,11.5,.575,.581,2.5,3.0,.819,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8
2020-21,27.0,IND,NBA,SF,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5
2021-22,28.0,Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot),Did Not Play (injury—left foot)
2022-23,29.0,TOT,NBA,"PF,SF",37,0,16.6,3.3,6.6,.502,0.5,1.6,.339,2.8,5.0,.554,.543,0.7,0.9,.794,0.5,2.2,2.8,0.8,0.5,0.2,0.5,1.6,7.9
2022-23,29.0,BRK,NBA,PF,26,0,18.8,3.9,7.7,.510,0.6,1.8,.333,3.3,5.8,.566,.550,1.0,1.3,.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5
2022-23,29.0,PHO,NBA,SF,11,0,11.5,1.9,4.1,.467,0.4,1.0,.364,1.5,3.1,.500,.511,0.0,0.1,.000,0.6,2.2,2.8,0.2,0.5,0.2,0.2,1.2,4.2
Career,,,NBA,,369,236,27.6,6.1,12.0,.507,0.7,2.0,.356,5.4,10.0,.537,.537,1.8,2.3,.780,1.3,2.7,4.0,1.2,0.9,0.5,1.0,2.3,14.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,PHO,NBA,,272,165,27.1,5.8,11.7,.497,0.6,1.7,.340,5.2,10.0,.524,.522,1.7,2.3,.765,1.4,2.7,4.1,1.1,0.9,0.5,0.9,2.2,14.0
2 seasons,,IND,NBA,,71,71,32.7,7.9,14.8,.535,1.3,3.3,.391,6.6,11.5,.577,.579,2.5,3.0,.818,1.0,3.2,4.1,1.5,1.1,0.5,1.2,2.9,19.5
1 season,,BRK,NBA,,26,0,18.8,3.9,7.7,.510,0.6,1.8,.333,3.3,5.8,.566,.550,1.0,1.3,.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5
