Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,22.0,TOT,NBA,SG,53.0,,,2.2,5.5,0.393,1.2,2.1,0.578,,1.1,2.3,5.5
1949-50,22.0,MNL,NBA,SG,22.0,,,1.5,3.6,0.4,0.5,1.0,0.524,,0.5,1.8,3.4
1949-50,22.0,INO,NBA,SG,31.0,,,2.6,6.8,0.39,1.7,2.8,0.591,,1.5,2.7,7.0
1950-51,23.0,INO,NBA,SG,63.0,,,3.4,10.1,0.336,2.3,3.3,0.694,3.6,3.6,3.2,9.1
1951-52,24.0,INO,NBA,SG,55.0,,34.6,4.0,10.0,0.401,4.2,5.6,0.75,4.5,2.5,3.1,12.2
1952-53,25.0,INO,NBA,SG,67.0,,36.8,3.4,9.6,0.352,3.9,5.3,0.746,4.2,3.1,3.9,10.7
1953-54,26.0,PHW,NBA,SG,64.0,,32.3,2.2,6.1,0.352,2.3,3.2,0.704,4.0,3.4,3.1,6.6
1954-55,27.0,FTW,NBA,SG,68.0,,12.1,0.8,2.4,0.348,0.8,1.3,0.614,2.3,1.9,1.7,2.4
Career,,,NBA,,370.0,,28.6,2.6,7.2,0.362,2.4,3.4,0.708,3.7,2.6,2.9,7.7
,,,,,,,,,,,,,,,,,
4 seasons,,INO,NBA,,216.0,,35.8,3.4,9.4,0.364,3.2,4.4,0.722,4.1,2.8,3.3,10.1
1 season,,FTW,NBA,,68.0,,12.1,0.8,2.4,0.348,0.8,1.3,0.614,2.3,1.9,1.7,2.4
1 season,,PHW,NBA,,64.0,,32.3,2.2,6.1,0.352,2.3,3.2,0.704,4.0,3.4,3.1,6.6
1 season,,MNL,NBA,,22.0,,,1.5,3.6,0.4,0.5,1.0,0.524,,0.5,1.8,3.4
