Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,22.0,TOT,NBA,PF,38.0,,14.8,2.6,5.4,0.485,0.8,1.4,0.547,1.3,2.8,4.1,0.3,0.5,1.0,1.7,2.0,6.0
1977-78,22.0,PHI,NBA,PF,14.0,,2.7,0.6,1.4,0.421,0.2,0.4,0.5,0.1,0.9,1.0,0.1,0.1,0.1,0.7,0.2,1.4
1977-78,22.0,NJN,NBA,PF,24.0,,21.8,3.8,7.8,0.492,1.1,2.0,0.553,2.0,3.9,5.9,0.4,0.7,1.5,2.2,3.0,8.8
1978-79,23.0,NJN,NBA,PF,62.0,,18.4,3.5,7.0,0.502,1.1,1.7,0.635,1.4,3.3,4.7,0.8,0.5,1.1,1.6,3.0,8.1
Career,,,NBA,,100.0,,17.0,3.2,6.4,0.497,1.0,1.6,0.605,1.4,3.1,4.5,0.6,0.5,1.0,1.6,2.6,7.3
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NJN,NBA,,86.0,,19.3,3.6,7.2,0.499,1.1,1.8,0.609,1.6,3.5,5.1,0.7,0.6,1.2,1.8,3.0,8.3
1 season,,PHI,NBA,,14.0,,2.7,0.6,1.4,0.421,0.2,0.4,0.5,0.1,0.9,1.0,0.1,0.1,0.1,0.7,0.2,1.4
