Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1970-71,22.0,TOT,NBA,SF,52.0,,7.3,1.3,2.6,0.515,0.6,0.8,0.725,2.0,0.7,1.3,3.2
1970-71,22.0,MIL,NBA,SF,41.0,,8.2,1.5,3.0,0.508,0.7,0.9,0.737,2.4,0.8,1.5,3.7
1970-71,22.0,CLE,NBA,SF,11.0,,4.3,0.6,1.1,0.583,0.1,0.2,0.5,0.7,0.4,0.4,1.4
Career,,,NBA,,52.0,,7.3,1.3,2.6,0.515,0.6,0.8,0.725,2.0,0.7,1.3,3.2
,,,,,,,,,,,,,,,,,
1 season,,MIL,NBA,,41.0,,8.2,1.5,3.0,0.508,0.7,0.9,0.737,2.4,0.8,1.5,3.7
1 season,,CLE,NBA,,11.0,,4.3,0.6,1.1,0.583,0.1,0.2,0.5,0.7,0.4,0.4,1.4
