Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,22.0,ORL,NBA,SG,10.0,0.0,4.4,0.7,2.1,0.333,0.0,0.6,0.0,0.7,1.5,0.467,0.333,0.1,0.4,0.25,0.3,0.2,0.5,0.1,0.1,0.0,0.1,0.6,1.5
2019-20,23.0,ORL,NBA,SG,19.0,0.0,6.6,0.8,1.8,0.441,0.4,0.8,0.5,0.4,0.9,0.389,0.559,0.1,0.2,0.5,0.1,0.4,0.5,0.2,0.5,0.1,0.3,0.6,2.1
2021-22,25.0,OKC,NBA,SG,3.0,0.0,40.0,4.3,16.0,0.271,0.3,7.0,0.048,4.0,9.0,0.444,0.281,1.7,2.3,0.714,1.7,2.7,4.3,0.3,0.3,0.0,1.0,2.7,10.7
Career,,,NBA,,32.0,0.0,9.1,1.1,3.2,0.34,0.3,1.3,0.209,0.8,1.9,0.433,0.383,0.3,0.5,0.533,0.3,0.6,0.9,0.2,0.3,0.1,0.3,0.8,2.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ORL,NBA,,29.0,0.0,5.9,0.8,1.9,0.4,0.3,0.8,0.364,0.5,1.1,0.424,0.473,0.1,0.3,0.375,0.2,0.3,0.5,0.1,0.3,0.1,0.2,0.6,1.9
1 season,,OKC,NBA,,3.0,0.0,40.0,4.3,16.0,0.271,0.3,7.0,0.048,4.0,9.0,0.444,0.281,1.7,2.3,0.714,1.7,2.7,4.3,0.3,0.3,0.0,1.0,2.7,10.7
