Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,24.0,MNL,NBA,,10,,5.9,0.8,2.8,0.286,1.4,1.6,0.875,0.6,0.6,0.9,3.0
Career,,,NBA,,10,,5.9,0.8,2.8,0.286,1.4,1.6,0.875,0.6,0.6,0.9,3.0
