Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1971-72,23.0,TOT,ABA,PF,12.0,,5.5,1.5,2.8,0.529,0.0,0.0,,1.5,2.8,0.529,0.529,0.1,0.1,1.0,1.2,1.5,2.7,0.4,,0.3,0.8,3.1
1971-72,23.0,UTS,ABA,,9.0,,6.6,1.7,3.2,0.517,0.0,0.0,,1.7,3.2,0.517,0.517,0.1,0.1,1.0,1.2,1.9,3.1,0.3,,0.3,0.9,3.4
1971-72,23.0,FLO,ABA,PF,3.0,,2.3,1.0,1.7,0.6,0.0,0.0,,1.0,1.7,0.6,0.6,0.0,0.0,,1.0,0.3,1.3,0.7,,0.3,0.3,2.0
Career,,,ABA,,12.0,,5.5,1.5,2.8,0.529,0.0,0.0,,1.5,2.8,0.529,0.529,0.1,0.1,1.0,1.2,1.5,2.7,0.4,,0.3,0.8,3.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,UTS,ABA,,9.0,,6.6,1.7,3.2,0.517,0.0,0.0,,1.7,3.2,0.517,0.517,0.1,0.1,1.0,1.2,1.9,3.1,0.3,,0.3,0.9,3.4
1 season,,FLO,ABA,,3.0,,2.3,1.0,1.7,0.6,0.0,0.0,,1.0,1.7,0.6,0.6,0.0,0.0,,1.0,0.3,1.3,0.7,,0.3,0.3,2.0
