Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1973-74,22.0,CAP,NBA,G,49.0,,11.3,1.9,4.4,0.433,1.1,1.5,0.726,0.5,0.9,1.4,1.1,0.6,0.0,,1.3,4.9,Louie Nelson,6-3
1974-75,23.0,NOJ,NBA,G,72.0,,26.4,4.3,9.4,0.452,2.7,3.5,0.768,1.0,1.7,2.7,2.5,0.9,0.1,,2.6,11.2,Louie Nelson,6-3
1975-76,24.0,NOJ,NBA,G,66.0,,30.8,5.0,11.4,0.433,2.6,3.5,0.735,1.2,1.8,3.1,2.6,1.2,0.1,,2.2,12.5,Louie Nelson,6-3
1976-77,25.0,SAS,NBA,G,4.0,,14.3,1.8,3.5,0.5,1.0,1.8,0.571,0.5,1.3,1.8,0.8,0.5,0.0,,2.3,4.5,Louie Nelson,6-3
1977-78,26.0,TOT,NBA,G,33.0,,12.3,2.6,6.4,0.403,1.7,2.5,0.679,0.4,1.2,1.6,1.0,0.7,0.2,1.5,1.0,6.9,Louie Nelson,6-3
