Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player,Ht
1974-75,21.0,PHI,NBA,G,12,,6.0,1.9,3.7,.523,0.2,0.3,.667,0.3,0.8,1.0,0.3,0.3,0.1,,0.8,4.0,Connie Norman,6-3
1975-76,22.0,PHI,NBA,G,65,,12.6,2.8,6.5,.434,0.3,0.4,.833,0.8,0.8,1.6,1.0,0.4,0.1,,1.3,5.9,Connie Norman,6-3
1978-79,25.0,SDC,NBA,G,22,,14.7,3.2,7.5,.430,0.9,1.0,.826,0.6,0.9,1.5,1.1,0.5,0.1,1.0,1.6,7.3,Connie Norman,6-3
