Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1962-63,23.0,CHZ,NBA,G,39,,15.1,2.4,6.1,.388,,,,2.4,6.1,.388,.388,1.2,1.7,.727,,,1.7,2.2,,2.2,5.9,Mel Nowell,6-2
1967-68,28.0,NJA,ABA,G,76,,20.5,3.6,8.9,.402,0.1,0.4,.281,3.5,8.5,.408,.409,2.3,2.8,.826,,,2.5,2.0,1.9,2.5,9.6,Mel Nowell,6-2
