Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Player,Ht
1948-49,22.0,WSC,BAA,C-F,34,,,4.5,11.5,.390,2.7,3.7,.730,,1.6,3.5,11.7,Jack Nichols,6-7
1949-50,23.0,TOT,NBA,C-F,67,,,4.6,12.7,.366,3.9,5.1,.753,,2.1,2.7,13.1,Jack Nichols,6-7
1950-51,24.0,TRI,NBA,C-F,6,,,4.5,13.2,.342,2.7,3.5,.762,10.5,2.5,3.8,11.7,Jack Nichols,6-7
1952-53,26.0,MLH,NBA,C-F,69,,38.1,6.2,17.0,.363,3.5,4.9,.708,7.7,2.8,3.4,15.8,Jack Nichols,6-7
1953-54,27.0,TOT,NBA,C-F,75,,21.4,2.2,7.0,.309,1.5,2.0,.743,4.8,1.4,2.5,5.9,Jack Nichols,6-7
1954-55,28.0,BOS,NBA,C-F,64,,29.8,3.9,10.3,.380,2.2,2.8,.780,8.3,2.3,3.7,9.9,Jack Nichols,6-7
1955-56,29.0,BOS,NBA,C-F,60,,32.7,5.5,13.3,.413,3.3,4.2,.791,10.4,2.7,3.8,14.3,Jack Nichols,6-7
1956-57,30.0,BOS,NBA,C-F,61,,22.5,3.2,8.8,.363,1.8,2.2,.794,6.1,1.4,3.0,8.2,Jack Nichols,6-7
1957-58,31.0,BOS,NBA,C-F,69,,17.7,2.5,7.0,.351,0.9,1.2,.738,4.4,0.9,1.8,5.8,Jack Nichols,6-7
