Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Player,Ht
1964-65,22.0,TOT,NBA,F,45,,7.9,1.0,3.2,.324,,,,1.0,3.2,.324,.324,1.0,1.2,.827,,,1.8,0.4,,1.3,3.0,Cotton Nash,6-5
1967-68,25.0,KEN,ABA,F,39,,20.2,2.7,7.8,.348,0.0,0.0,.000,2.7,7.8,.349,.348,3.1,4.2,.747,,,4.9,1.2,1.3,1.6,8.5,Cotton Nash,6-5
