Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,28.0,CLR,BAA,,16,,,0.2,1.6,0.12,0.5,0.9,0.533,,0.3,0.8,0.9
Career,,,BAA,,16,,,0.2,1.6,0.12,0.5,0.9,0.533,,0.3,0.8,0.9
