Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,26.0,STL,NBA,C,50.0,,7.9,1.2,2.8,0.439,0.5,1.3,0.391,,,2.5,0.3,,,1.7,2.9
1968-69,27.0,ATL,NBA,C,78.0,,17.5,3.4,7.3,0.467,2.0,3.0,0.667,,,6.8,1.2,,,3.1,8.8
1969-70,28.0,ATL,NBA,C,82.0,,32.0,5.3,11.5,0.464,2.9,3.9,0.755,,,9.7,2.9,,,4.1,13.6
1970-71,29.0,ATL,NBA,C,82.0,,22.7,2.9,6.1,0.479,2.4,3.5,0.677,,,6.7,1.3,,,3.1,8.3
1971-72,30.0,TOT,NBA,C,75.0,,13.1,2.0,4.5,0.435,1.3,2.1,0.649,,,3.7,0.7,,,1.8,5.3
1971-72,30.0,ATL,NBA,C,11.0,,10.8,0.7,3.0,0.242,0.9,1.6,0.556,,,3.3,0.7,,,1.3,2.4
1971-72,30.0,HOU,NBA,C,12.0,,15.0,1.5,4.5,0.333,2.2,3.2,0.684,,,3.7,0.4,,,1.5,5.2
1971-72,30.0,DET,NBA,C,52.0,,13.2,2.3,4.8,0.482,1.2,1.9,0.653,,,3.8,0.7,,,2.0,5.9
1972-73,31.0,DET,NBA,C,73.0,,10.6,1.8,3.5,0.51,1.0,1.6,0.632,,,3.6,0.8,,,1.7,4.6
1973-74,32.0,DET,NBA,C,78.0,,12.1,1.5,3.6,0.413,1.2,1.8,0.647,1.3,2.4,3.8,1.1,0.5,0.4,2.0,4.2
1974-75,33.0,DET,NBA,C,79.0,,13.6,1.5,3.3,0.454,1.1,1.5,0.726,1.2,2.4,3.6,1.1,0.6,0.5,1.6,4.1
Career,,,NBA,,597.0,,16.8,2.5,5.5,0.461,1.6,2.4,0.674,1.3,2.4,5.2,1.2,0.6,0.4,2.5,6.7
,,,,,,,,,,,,,,,,,,,,,
5 seasons,,"STL,ATL",NBA,,303.0,,21.0,3.3,7.2,0.463,2.1,3.0,0.679,,,6.7,1.5,,,3.1,8.7
4 seasons,,DET,NBA,,282.0,,12.3,1.7,3.7,0.463,1.1,1.7,0.665,1.3,2.4,3.7,1.0,0.6,0.4,1.8,4.6
1 season,,HOU,NBA,,12.0,,15.0,1.5,4.5,0.333,2.2,3.2,0.684,,,3.7,0.4,,,1.5,5.2
