Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,26.0,ROC,BAA,,55.0,,,2.9,7.1,0.414,1.5,2.5,0.615,,0.9,3.3,7.4
1949-50,27.0,ROC,NBA,,67.0,,,1.9,4.3,0.433,0.9,1.6,0.556,,0.6,2.4,4.6
1950-51,28.0,BOS,NBA,,14.0,,,0.5,2.9,0.175,1.1,1.6,0.682,2.1,0.6,2.3,2.1
Career,,,TOT,,136.0,,,2.2,5.3,0.408,1.2,1.9,0.596,2.1,0.7,2.7,5.5
,,,NBA,,81.0,,,1.6,4.1,0.401,0.9,1.6,0.577,2.1,0.6,2.4,4.2
,,,BAA,,55.0,,,2.9,7.1,0.414,1.5,2.5,0.615,,0.9,3.3,7.4
,,,,,,,,,,,,,,,,,
2 seasons,,ROC,BAA,,122.0,,,2.4,5.6,0.422,1.2,2.0,0.588,,0.8,2.8,5.9
1 season,,BOS,NBA,,14.0,,,0.5,2.9,0.175,1.1,1.6,0.682,2.1,0.6,2.3,2.1
