Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23.0,CIN,NBA,SF,19.0,,12.3,1.6,4.2,0.392,1.1,1.5,0.75,,,2.1,0.7,,,2.2,4.4
1972-73,24.0,KCO,NBA,SF,8.0,,8.1,1.0,2.6,0.381,0.8,1.0,0.75,,,1.8,0.4,,,2.0,2.8
1973-74,25.0,KCO,NBA,SF,45.0,,10.3,1.9,3.9,0.489,0.9,1.5,0.609,0.6,1.1,1.7,0.4,0.3,0.1,1.5,4.8
1974-75,26.0,TOT,NBA,SF,48.0,,9.3,1.4,3.5,0.404,0.6,1.1,0.596,0.7,1.4,2.1,0.4,0.2,0.2,1.5,3.4
1974-75,26.0,KCO,NBA,SF,21.0,,8.3,1.5,3.7,0.41,0.5,1.0,0.55,0.7,1.2,1.9,0.4,0.2,0.2,1.4,3.6
1974-75,26.0,PHI,NBA,SF,27.0,,10.0,1.3,3.3,0.398,0.7,1.2,0.625,0.8,1.5,2.3,0.4,0.1,0.1,1.6,3.3
Career,,,NBA,,120.0,,10.0,1.6,3.7,0.434,0.8,1.3,0.637,0.7,1.3,1.9,0.5,0.2,0.1,1.6,4.0
,,,,,,,,,,,,,,,,,,,,,
4 seasons,,"CIN,KCO",NBA,,93.0,,10.1,1.7,3.8,0.444,0.9,1.3,0.64,0.6,1.2,1.8,0.5,0.3,0.1,1.7,4.2
1 season,,PHI,NBA,,27.0,,10.0,1.3,3.3,0.398,0.7,1.2,0.625,0.8,1.5,2.3,0.4,0.1,0.1,1.6,3.3
