Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,23.0,NYK,NBA,,45,,,2.0,6.1,0.327,1.6,2.4,0.689,,0.8,2.4,5.6
Career,,,NBA,,45,,,2.0,6.1,0.327,1.6,2.4,0.689,,0.8,2.4,5.6
